"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. DIFF ","% OVER ","OPPORTUNITY ","EFFICIENCY "
"56","Jalen McMillan",TB,"vs. LV","3 out of 5 stars","D","7.7","-2.3","22% (2/9)","7%","Bad"
"57","Brandin Cooks",DAL,"vs. CIN","3 out of 5 stars","D","7.7","-1.1","36% (4/11)","15%","Poor"
"58","Sterling Shepard",TB,"vs. LV","3 out of 5 stars","D","7.2","-0.4","41% (5/12)","7%","Bad"
"59","Darius Slayton",NYG,"vs. NO","3 out of 5 stars","D","7.5","+1.3","46% (7/15)","6%","Poor"
"60","Jalen Tolbert",DAL,"vs. CIN","3 out of 5 stars","D","7.5","+0.6","43% (7/16)","12%","Poor"
"61","Calvin Austin III",PIT,"vs. CLE","3 out of 5 stars","D","7.4","+2.0","37% (6/16)","6%","Great"
"62","Tyler Boyd",TEN,"vs. JAC","4 out of 5 stars","F","6.7","-1.1","37% (6/16)","10%","Bad"
"63","Tim Patrick",DET,"vs. GB","3 out of 5 stars","F","6.7","+0.1","54% (6/11)","7%","Poor"
"64","Ricky Pearsall",SF,"vs. CHI","3 out of 5 stars","F","6.6","-0.8","33% (2/6)","3%","Good"
"65","Keon Coleman",BUF,"at LAR","4 out of 5 stars","F","6.3","-0.5","50% (5/10)","15%","Poor"
"66","Kevin Austin Jr.",NO,"at NYG","3 out of 5 stars","F","5.3","-","-","2%","Bad"
"67","Jalen Nailor",MIN,"vs. ATL","5 out of 5 stars","F","6.0","+0.8","53% (7/13)","9%","Good"
"68","Andrei Iosivas",CIN,"at DAL","3 out of 5 stars","F","5.2","+0.2","43% (7/16)","7%","Good"
"69","KaVontae Turpin",DAL,"vs. CIN","3 out of 5 stars","F","4.9","+1.5","37% (6/16)","9%","Poor"
"70","Allen Lazard",NYJ,"at MIA","3 out of 5 stars","F","4.4","+3.5","70% (7/10)","14%","Great"
"71","Van Jefferson",PIT,"vs. CLE","3 out of 5 stars","F","4.8","-0.7","31% (5/16)","7%","Bad"
"72","JuJu Smith-Schuster",KC,"vs. LAC","4 out of 5 stars","F","4.3","-0.3","30% (3/10)","4%","Poor"
"73","Cedrick Wilson Jr.",NO,"at NYG","3 out of 5 stars","F","4.1","-0.4","35% (5/14)","2%","Great"
"74","Tutu Atwell",LAR,"vs. BUF","4 out of 5 stars","F","4.1","-0.3","40% (6/15)","4%","Bad"
"75","Malik Washington",MIA,"vs. NYJ","3 out of 5 stars","F","4.0","+0.6","42% (3/7)","3%","Good"
"76","Devin Duvernay",JAC,"at TEN","2 out of 5 stars","F","3.8","-0.5","11% (1/9)","3%","Bad"
"77","Michael Woods II",CLE,"at PIT","2 out of 5 stars","F","3.4","-","-","6%","Bad"
"78","Justin Watson",KC,"vs. LAC","4 out of 5 stars","F","3.8","+0.2","37% (6/16)","2%","Average"
"79","Curtis Samuel",BUF,"at LAR","4 out of 5 stars","F","3.5","-1.6","21% (3/14)","4%","Poor"
"80","Mack Hollins",BUF,"at LAR","4 out of 5 stars","F","3.9","+0.9","41% (5/12)","6%","Great"
"81","Mike Williams",PIT,"vs. CLE","3 out of 5 stars","F","3.4","-2.4","23% (3/13)","6%","Great"
"82","Odell Beckham Jr.",MIA,"vs. NYJ","3 out of 5 stars","F","3.3","-1.8","8% (1/12)","5%","Bad"
"83","Jahan Dotson",PHI,"vs. CAR","2 out of 5 stars","F","3.2","-2.7","20% (3/15)","2%","Bad"
"84","Bo Melton",GB,"at DET","2 out of 5 stars","F","3.1","+0.8","40% (6/15)","4%","Bad"
"85","Greg Dortch",ARI,"vs. SEA","3 out of 5 stars","F","2.9","-0.5","26% (4/15)","6%","Bad"
"86","Jalen Reagor",LAC,"at KC","4 out of 5 stars","F","2.8","-0.3","36% (4/11)","3%","Bad"
"87","Jamari Thrash",CLE,"at PIT","2 out of 5 stars","F","2.6","-0.7","0% (0/4)","0%","N/A"
"88","Jermaine Burton",CIN,"at DAL","3 out of 5 stars","F","2.6","-0.4","20% (2/10)","7%","Bad"
"89","Malachi Corley",NYJ,"at MIA","3 out of 5 stars","F","2.2","-1.1","0% (0/8)","3%","Bad"
"90","Terrace Marshall Jr.",LV,"at TB","3 out of 5 stars","F","2.2","-","-","0%","N/A"
"91","Zay Jones",ARI,"vs. SEA","3 out of 5 stars","F","2.1","-1.1","0% (0/11)","0%","N/A"
"92","Jonathan Mingo",DAL,"vs. CIN","3 out of 5 stars","F","2.0","-3.3","0% (0/16)","6%","Bad"
"93","Jalin Hyatt",NYG,"vs. NO","3 out of 5 stars","F","2.0","-2.4","12% (2/16)","3%","Bad"
"94","Derius Davis",LAC,"at KC","4 out of 5 stars","F","1.9","-0.7","28% (4/14)","2%","Bad"
"95","Trey Palmer",TB,"vs. LV","3 out of 5 stars","F","1.9","-0.7","28% (4/14)","2%","Good"
"96","Tyler Johnson",LAR,"vs. BUF","4 out of 5 stars","F","1.6","-0.1","41% (5/12)","6%","Bad"
"97","Jalen Brooks",DAL,"vs. CIN","3 out of 5 stars","F","1.6","-0.6","27% (3/11)","4%","Bad"
"98","Rakim Jarrett",TB,"vs. LV","3 out of 5 stars","F","1.5","-0.2","33% (2/6)","3%","Bad"
"99","Ben Skowronek",PIT,"vs. CLE","3 out of 5 stars","F","1.5","-0.3","20% (1/5)","0%","N/A"
"100","Jake Bobo",SEA,"at ARI","4 out of 5 stars","F","1.2","-0.9","31% (5/16)","1%","Bad"
"101","Mason Tipton",NO,"at NYG","3 out of 5 stars","F","1.1","-1.6","22% (2/9)","3%","Bad"
"102","Johnny Wilson",PHI,"vs. CAR","2 out of 5 stars","F","1.1","-0.5","9% (1/11)","5%","Average"
"103","DJ Chark Jr.",LAC,"at KC","4 out of 5 stars","F","1.0","+2.2","20% (1/5)","0%","N/A"
"104","Kadarius Toney",CLE,"at PIT","2 out of 5 stars","F","0.9","-0.2","14% (1/7)","0%","N/A"
"105","Malik Heath",GB,"at DET","2 out of 5 stars","F","1.0","-0.5","23% (3/13)","5%","Great"
"106","Allen Robinson II",DET,"vs. GB","3 out of 5 stars","F","0.9","-0.4","27% (3/11)","0%","Bad"
"107","Josh Reynolds",JAC,"at TEN","2 out of 5 stars","F","0.8","+0.2","55% (5/9)","0%","Good"
"108","River Cracraft",MIA,"vs. NYJ","3 out of 5 stars","F","0.9","-1.5","0% (0/5)","0%","N/A"
"109","Deven Thompkins",CAR,"at PHI","2 out of 5 stars","F","0.9","-","-","2%","Bad"
"110","Trent Sherfield Sr.",MIN,"vs. ATL","5 out of 5 stars","F","0.9","+0.1","43% (7/16)","1%","Great"
"111","KhaDarel Hodge",ATL,"at MIN","3 out of 5 stars","F","0.9","+0.1","26% (4/15)","3%","Great"
"112","Tim Jones",JAC,"at TEN","2 out of 5 stars","F","0.7","-1.0","11% (1/9)","0%","Bad"
"113","Ramel Keyton",LV,"at TB","3 out of 5 stars","F","0.5","-1.6","0% (0/2)","3%","Bad"
"114","Xavier Gipson",NYJ,"at MIA","3 out of 5 stars","F","0.5","-0.3","31% (5/16)","4%","Good"
"115","Brandon Powell",MIN,"vs. ATL","5 out of 5 stars","F","0.6","-0.6","25% (4/16)","1%","Bad"
"116","Jha'Quan Jackson",TEN,"vs. JAC","4 out of 5 stars","F","0.5","-1.4","0% (0/5)","2%","Bad"
"117","Ryan Miller",TB,"vs. LV","3 out of 5 stars","F","0.4","-","-","5%","Average"
"118","Kristian Wilkerson",LV,"at TB","3 out of 5 stars","F","0.3","+0.5","20% (1/5)","15%","Great"
"119","Jordan Whittington",LAR,"vs. BUF","4 out of 5 stars","F","0.4","-0.5","33% (3/9)","2%","Bad"
"120","DeAndre Carter",CHI,"at SF","3 out of 5 stars","F","0.3","-0.3","23% (3/13)","4%","Bad"
"121","Bryce Oliver",TEN,"vs. JAC","4 out of 5 stars","F","0.2","-","-","1%","Bad"
"122","Nikko Remigio",KC,"vs. LAC","4 out of 5 stars","F","0.0","-","-","0%","N/A"
"123","Chris Conley",SF,"vs. CHI","3 out of 5 stars","F","0.2","-","-","4%","Bad"
"124","Cody White",SEA,"at ARI","4 out of 5 stars","F","0.1","-","-","2%","Bad"
"125","Ainias Smith",PHI,"vs. CAR","2 out of 5 stars","F","0.1","-0.5","25% (1/4)","0%","Bad"
"126","Collin Johnson",CHI,"at SF","3 out of 5 stars","F","0.1","-1.2","0% (0/1)","0%","N/A"
"127","Dan Chisena",CAR,"at PHI","2 out of 5 stars","F","0.0","-","-","0%","Bad"
"128","Jalen Coker",CAR,"at PHI","2 out of 5 stars","F","0.0","+2.1","50% (3/6)","8%","Bad"
"129","Isaiah Williams",CIN,"at DAL","3 out of 5 stars","F","0.0","-0.9","0% (0/2)","0%","N/A"
"130","Jacob Cowing",SF,"vs. CHI","3 out of 5 stars","F","0.0","-2.0","0% (0/5)","16%","Bad"
"131","Zach Pascal",ARI,"vs. SEA","3 out of 5 stars","F","0.0","-1.0","0% (0/5)","0%","N/A"
"132","Kendric Pryor",CIN,"at DAL","3 out of 5 stars","F","0.0","-","-","0%","Bad"
"133","Joshua Cephus",JAC,"at TEN","2 out of 5 stars","F","0.0","-","-","0%","N/A"
"134","Charlie Jones",CIN,"at DAL","3 out of 5 stars","F","0.0","-0.6","11% (1/9)","0%","Bad"
"135","Maurice Alexander",DET,"vs. GB","3 out of 5 stars","F","0.0","-","-","0%","N/A"
"136","Laviska Shenault Jr.",LAC,"at KC","4 out of 5 stars","F","0.0","-0.8","30% (3/10)","0%","N/A"
"137","Casey Washington",ATL,"at MIN","3 out of 5 stars","F","0.0","-0.4","0% (0/5)","3%","Bad"
"138","Elijah Cooks",JAC,"at TEN","2 out of 5 stars","F","0.0","-0.1","33% (1/3)","0%","N/A"
"139","Bryce Ford-Wheaton",NYG,"vs. NO","3 out of 5 stars","F","0.0","-","-","0%","N/A"
"140","Ihmir Smith-Marsette",NYG,"vs. NO","3 out of 5 stars","F","0.0","-","-","0%","N/A"
"141","James Proche II",CLE,"at PIT","2 out of 5 stars","F","0.0","-0.3","0% (0/4)","0%","Bad"
"142","Jaelon Darden",SEA,"at ARI","4 out of 5 stars","F","0.0","-2.8","0% (0/1)","0%","N/A"
"143","Mason Kinsey",TEN,"vs. JAC","4 out of 5 stars","F","0.0","-1.4","0% (0/2)","0%","N/A"
"144","Xavier Smith",LAR,"vs. BUF","4 out of 5 stars","F","0.0","-","-","0%","Bad"
