"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"24","Chig Okonkwo",TEN,"vs. NYJ","3 out of 5 stars","F","6.1","-0.2","31% (5/16)","39%","Great"
"25","Cole Kmet",CHI,"at HOU","3 out of 5 stars","F","6.1","+0.7","43% (7/16)","8%","Bad"
"26","Tucker Kraft",GB,"vs. IND","2 out of 5 stars","F","6.0","+1.1","60% (9/15)","6%","Bad"
"27","Greg Dulcich",DEN,"vs. PIT","3 out of 5 stars","F","6.0","-2.0","0% (0/2)","0%","N/A"
"28","Jonnu Smith",MIA,"vs. BUF","3 out of 5 stars","F","5.7","+0.5","43% (7/16)","3%","Bad"
"29","Ja'Tavion Sanders",CAR,"vs. LAC","4 out of 5 stars","F","5.5","-3.1","0% (0/1)","0%","N/A"
"30","Gerald Everett",CHI,"at HOU","3 out of 5 stars","F","5.4","+0.3","64% (9/14)","0%","N/A"
"31","Michael Mayer",LV,"at BAL","2 out of 5 stars","F","5.3","+0.5","35% (5/14)","1%","N/A"
"32","Dawson Knox",BUF,"at MIA","4 out of 5 stars","F","5.2","-1.8","27% (3/11)","0%","Bad"
"33","Jordan Akins",CLE,"at JAC","4 out of 5 stars","F","5.0","-0.1","37% (6/16)","0%","Bad"
"34","Johnny Mundt",MIN,"vs. SF","2 out of 5 stars","F","5.0","+0.5","50% (8/16)","0%","N/A"
"35","Theo Johnson",NYG,"at WAS","4 out of 5 stars","F","4.7","-1.4","0% (0/1)","0%","N/A"
"36","Luke Musgrave",GB,"vs. IND","2 out of 5 stars","F","4.5","-1.1","30% (3/10)","3%","Bad"
"37","Foster Moreau",NO,"at DAL","3 out of 5 stars","F","4.5","+1.3","57% (8/14)","17%","Good"
"38","Luke Schoonmaker",DAL,"vs. NO","3 out of 5 stars","F","4.3","0.0","31% (5/16)","0%","N/A"
"39","Kylen Granson",IND,"at GB","3 out of 5 stars","F","4.3","-0.4","28% (4/14)","4%","Bad"
"40","Noah Gray",KC,"vs. CIN","3 out of 5 stars","F","4.1","+1.0","62% (10/16)","7%","Bad"
"41","Austin Hooper",NE,"vs. SEA","3 out of 5 stars","F","3.9","-0.8","37% (6/16)","0%","Bad"
"42","Josh Oliver",MIN,"vs. SF","2 out of 5 stars","F","3.6","+0.2","43% (7/16)","7%","Bad"
"43","Jake Ferguson",DAL,"vs. NO","3 out of 5 stars","F","3.5","+0.3","50% (8/16)","40%","Bad"
"44","Brevyn Spann-Ford",DAL,"vs. NO","3 out of 5 stars","F","3.3","-","-","0%","N/A"
"45","Brevin Jordan",HOU,"vs. CHI","4 out of 5 stars","F","3.1","+1.3","53% (7/13)","0%","N/A"
"46","Will Dissly",LAC,"at CAR","3 out of 5 stars","F","2.8","-0.7","26% (4/15)","0%","N/A"
"47","Durham Smythe",MIA,"vs. BUF","3 out of 5 stars","F","2.8","-0.2","46% (7/15)","1%","Bad"
"48","Josh Whyle",TEN,"vs. NYJ","3 out of 5 stars","F","2.7","-0.4","27% (3/11)","0%","N/A"
"49","Drew Sample",CIN,"at KC","2 out of 5 stars","F","2.6","+0.9","56% (9/16)","0%","N/A"
"50","Mo Alie-Cox",IND,"at GB","3 out of 5 stars","F","2.5","+0.4","37% (6/16)","4%","Bad"
"51","Ben Sinnott",WAS,"vs. NYG","2 out of 5 stars","F","2.4","-3.0","0% (0/1)","0%","N/A"
"52","Daniel Bellinger",NYG,"at WAS","4 out of 5 stars","F","2.0","0.0","50% (8/16)","9%","Bad"
"53","Julian Hill",MIA,"vs. BUF","3 out of 5 stars","F","2.0","-0.2","28% (4/14)","18%","Bad"
"54","Tanner Hudson",CIN,"at KC","2 out of 5 stars","F","1.9","+0.5","46% (6/13)","9%","Bad"
"55","Elijah Higgins",ARI,"vs. LAR","4 out of 5 stars","F","1.9","+1.0","50% (5/10)","0%","Bad"
"56","Erick All Jr.",CIN,"at KC","2 out of 5 stars","F","1.9","-1.3","0% (0/1)","0%","N/A"
"57","MyCole Pruitt",PIT,"at DEN","4 out of 5 stars","F","1.8","+0.6","43% (7/16)","0%","N/A"
"58","Charlie Woerner",ATL,"at PHI","3 out of 5 stars","F","1.6","-0.4","11% (1/9)","0%","N/A"
"59","Jeremy Ruckert",NYJ,"at TEN","3 out of 5 stars","F","1.4","-0.2","26% (4/15)","0%","N/A"
"60","Brenton Strange",JAC,"vs. CLE","4 out of 5 stars","F","1.3","-0.1","13% (2/15)","0%","N/A"
"61","Adam Trautman",DEN,"vs. PIT","3 out of 5 stars","F","1.2","-0.9","25% (4/16)","0%","N/A"
"62","Brock Wright",DET,"vs. TB","3 out of 5 stars","F","1.2","-0.1","35% (5/14)","12%","Bad"
"63","John Bates",WAS,"vs. NYG","2 out of 5 stars","F","1.2","-0.3","37% (6/16)","0%","N/A"
"64","Darnell Washington",PIT,"at DEN","4 out of 5 stars","F","1.2","-0.8","37% (6/16)","0%","N/A"
"65","Jordan Matthews",CAR,"vs. LAC","4 out of 5 stars","F","1.1","-","-","2%","Bad"
"66","Grant Calcaterra",PHI,"vs. ATL","4 out of 5 stars","F","1.0","-0.3","16% (1/6)","0%","N/A"
"67","Davis Allen",LAR,"at ARI","3 out of 5 stars","F","0.8","+0.9","33% (3/9)","3%","Bad"
"68","Drew Ogletree",IND,"at GB","3 out of 5 stars","F","0.8","-0.1","33% (4/12)","0%","N/A"
"69","Nick Vannett",TEN,"vs. NYJ","3 out of 5 stars","F","0.7","-1.0","0% (0/3)","0%","N/A"
"70","Jared Wiley",KC,"vs. CIN","3 out of 5 stars","F","0.7","-0.7","0% (0/1)","0%","N/A"
"71","Payne Durham",TB,"at DET","3 out of 5 stars","F","0.7","-0.4","25% (3/12)","0%","N/A"
"72","AJ Barner",SEA,"at NE","3 out of 5 stars","F","0.6","-1.4","0% (0/1)","0%","N/A"
"73","Chris Manhertz",NYG,"at WAS","4 out of 5 stars","F","0.6","-0.9","7% (1/14)","0%","N/A"
"74","Tip Reiman",ARI,"vs. LAR","4 out of 5 stars","F","0.6","-0.6","0% (0/1)","0%","N/A"
"75","Stone Smartt",LAC,"at CAR","3 out of 5 stars","F","0.6","+0.2","40% (6/15)","0%","N/A"
"76","Charlie Kolar",BAL,"vs. LV","3 out of 5 stars","F","0.6","+0.6","37% (3/8)","0%","N/A"
"77","Luke Farrell",JAC,"vs. CLE","4 out of 5 stars","F","0.5","+0.3","43% (7/16)","0%","N/A"
"78","Cameron Latu",CLE,"at JAC","4 out of 5 stars","F","0.5","-","-","0%","N/A"
"79","Eric Saubert",SF,"at MIN","4 out of 5 stars","F","0.5","-0.7","0% (0/11)","5%","Bad"
"80","Harrison Bryant",LV,"at BAL","2 out of 5 stars","F","0.5","+0.1","18% (3/16)","0%","N/A"
"81","Marcedes Lewis",CHI,"at HOU","3 out of 5 stars","F","0.5","+0.1","20% (3/15)","0%","N/A"
"82","Ross Dwelley",ATL,"at PHI","3 out of 5 stars","F","0.4","-0.4","14% (1/7)","0%","N/A"
"83","Cade Stover",HOU,"vs. CHI","4 out of 5 stars","F","0.2","-0.8","0% (0/1)","0%","N/A"
"84","Hunter Long",LAR,"at ARI","3 out of 5 stars","F","0.1","-1.2","0% (0/3)","0%","N/A"
"85","Ko Kieft",TB,"at DET","3 out of 5 stars","F","0.1","0.0","12% (1/8)","0%","N/A"
"86","Connor Heyward",PIT,"at DEN","4 out of 5 stars","F","0.0","-0.8","31% (5/16)","0%","N/A"
"87","Jake Tonges",SF,"at MIN","4 out of 5 stars","F","0.0","-0.1","0% (0/2)","0%","N/A"
"88","Will Mallory",IND,"at GB","3 out of 5 stars","F","0.0","+0.8","45% (5/11)","0%","N/A"
"89","Quintin Morris",BUF,"at MIA","4 out of 5 stars","F","0.0","-0.5","12% (1/8)","0%","N/A"
"90","Nick Muse",MIN,"vs. SF","2 out of 5 stars","F","0.0","-0.7","0% (0/2)","0%","N/A"
"91","Nate Adkins",DEN,"vs. PIT","3 out of 5 stars","F","0.0","-0.8","12% (1/8)","0%","N/A"
"92","Parker Hesse",DET,"vs. TB","3 out of 5 stars","F","0.0","-","-","0%","N/A"
"93","Brady Russell",SEA,"at NE","3 out of 5 stars","F","0.0","-1.1","0% (0/2)","0%","N/A"
"94","Jaheim Bell",NE,"vs. SEA","3 out of 5 stars","F","0.0","-0.5","0% (0/1)","0%","N/A"
